domain,dimension,type,group,indicator,date,populationTotal,GNIperCap,value,_join_code,indCode,date_grp,dimension_grp,domain_grp,group_grp,indicator_grp,type_grp,value_grp
social,social cohesion,national aggregate,World,socialSupport,2002,5842014420.0,11782.637161879573,,,,,,,,,,
social,social cohesion,national aggregate,World,socialSupport,2003,5913980189.0,12066.579183707465,,,,,,,,,,
social,social cohesion,national aggregate,World,socialSupport,2004,5986016444.0,12533.044783811456,,,,,,,,,,
social,social cohesion,national aggregate,World,socialSupport,2005,6058334901.0,12942.937169723027,20.469479993522285,,,,,,,,,
social,social cohesion,national aggregate,World,socialSupport,2006,6130799309.0,13461.392711498323,20.88536506494553,,,,,,,,,
social,social cohesion,national aggregate,World,socialSupport,2007,6203692038.0,13991.259635488695,23.90772940285896,,,,,,,,,
social,social cohesion,national aggregate,World,socialSupport,2008,6277951592.0,14190.348581759928,24.203065074118012,,,,,,,,,
social,social cohesion,national aggregate,World,socialSupport,2009,6353458062.0,13926.245250794182,22.28383833877736,,,,,,,,,
social,social cohesion,national aggregate,World,socialSupport,2010,6428996060.0,14456.692103510704,23.00505096448988,,,,,,,,,
social,social cohesion,national aggregate,World,socialSupport,2011,6505082819.0,14868.723115954395,24.01229118443044,,,,,,,,,
social,social cohesion,national aggregate,World,socialSupport,2012,6582435210.0,15167.367281369412,25.172528547292387,,,,,,,,,
social,social cohesion,national aggregate,World,socialSupport,2013,6660245460.0,15466.221266740382,24.929010788117253,,,,,,,,,
social,social cohesion,national aggregate,World,socialSupport,2014,6737819136.0,15822.54311864738,22.40659571646502,,,,,,,,,
social,social cohesion,national aggregate,World,socialSupport,2015,6813863393.0,16149.754386108643,23.221970771978636,,,,,,,,,
social,social cohesion,national aggregate,World,socialSupport,2016,6888265417.0,16464.365035837538,23.615634044472543,,,,,,,,,
social,social cohesion,national aggregate,World,socialSupport,2017,6961902108.0,16921.842126261992,23.41371610047156,,,,,,,,,
social,social cohesion,national aggregate,World,socialSupport,2018,7032749295.0,17336.746202719998,22.360746297139983,,,,,,,,,
social,social cohesion,national aggregate,World,socialSupport,2019,7100131909.0,17660.681616347716,23.420925024082024,,,,,,,,,
social,social cohesion,national aggregate,World,socialSupport,2020,7162432399.0,16944.91136794954,23.47802961276707,,,,,,,,,
social,social cohesion,national aggregate,World,socialSupport,2021,7217192496.0,17851.686894085637,24.319738719568107,,,,,,,,,
social,social cohesion,national aggregate,World,socialSupport,2022,7268893397.0,18312.534691469777,23.01191148498269,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,socialSupport,2000,2068606709.0,2657.2786024748248,,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,socialSupport,2001,2111705855.0,2731.934993762761,,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,socialSupport,2002,2155516332.0,2798.596426746777,,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,socialSupport,2003,2199225441.0,2924.098931047366,,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,socialSupport,2004,2242454831.0,3079.1075996709696,,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,socialSupport,2005,2285372248.0,3232.607686231488,27.97783035645124,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,socialSupport,2006,2327837030.0,3412.653654300569,28.416316969255632,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,socialSupport,2007,2369725015.0,3588.4157754294074,37.62732259407227,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,socialSupport,2008,2411777263.0,3663.5010115225737,33.000107974365946,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,socialSupport,2009,2454747332.0,3815.923832807464,32.702104404688924,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,socialSupport,2010,2498623479.0,4005.671853583656,33.855732806912485,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,socialSupport,2011,2543300889.0,4138.407968711472,36.12058847173536,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,socialSupport,2012,2587910089.0,4281.808014532431,38.69485490379903,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,socialSupport,2013,2632058645.0,4465.57367256785,37.348308216634365,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,socialSupport,2014,2675979160.0,4676.780023915346,33.804290929472685,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,socialSupport,2015,2719520306.0,4893.09160667262,33.74461060527578,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,socialSupport,2016,2763758398.0,5096.673417169512,32.81659492395784,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,socialSupport,2017,2808750144.0,5327.612591183659,32.974780242219595,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,socialSupport,2018,2853383175.0,5561.141260871828,31.522038504286016,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,socialSupport,2019,2897623168.0,5714.772660140999,35.93962639223143,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,socialSupport,2020,2942137369.0,5398.3644631937,33.835558126874176,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,socialSupport,2021,2984932866.0,5664.189471179911,37.66350589137476,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,socialSupport,2022,3025970227.0,5946.329182092706,36.09616174809331,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,socialSupport,2000,2708222736.0,7641.4605772523855,,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,socialSupport,2001,2731386678.0,7851.073005672814,,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,socialSupport,2002,2753358616.0,8117.255404838118,,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,socialSupport,2003,2774863718.0,8469.510670568241,,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,socialSupport,2004,2796726888.0,9019.265075898234,,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,socialSupport,2005,2818763300.0,9528.41552352324,19.322720363351948,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,socialSupport,2006,2840665243.0,10233.75332867938,19.73697206160567,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,socialSupport,2007,2862618119.0,11042.149030315284,18.54151616200513,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,socialSupport,2008,2885541102.0,11585.56429757122,22.30143929180781,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,socialSupport,2009,2909490695.0,11598.623807432848,18.06326762262236,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,socialSupport,2010,2933717376.0,12280.143120263418,18.861156186754584,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,socialSupport,2011,2958286321.0,12894.986433015796,18.977182816195352,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,socialSupport,2012,2984220456.0,13423.408108335569,18.768820940216216,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,socialSupport,2013,3011379636.0,13884.899460213828,19.59959861697041,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,socialSupport,2014,3038876069.0,14360.081121531226,16.426310751095983,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,socialSupport,2015,3065347669.0,14730.456648707072,18.46962169447231,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,socialSupport,2016,3089490240.0,15148.596738406466,20.07769562423887,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,socialSupport,2017,3112206752.0,15746.957918584492,19.49871129786908,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,socialSupport,2018,3132682647.0,16284.66566559764,18.25010928130338,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,socialSupport,2019,3150369745.0,16773.72182993595,16.570850481968975,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,socialSupport,2020,3164900724.0,16482.64955016132,18.86843062799495,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,socialSupport,2021,3175175854.0,17522.014019210605,16.462037069410385,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,socialSupport,2022,3183371386.0,18023.659519827743,14.730443905987684,,,,,,,,,
social,social cohesion,national aggregate,Top-20,socialSupport,2000,920215871.0,42802.166516442725,,,,,,,,,,
social,social cohesion,national aggregate,Top-20,socialSupport,2001,926610481.0,43126.293984763935,,,,,,,,,,
social,social cohesion,national aggregate,Top-20,socialSupport,2002,933139472.0,43350.64800861324,,,,,,,,,,
social,social cohesion,national aggregate,Top-20,socialSupport,2003,939891030.0,44078.53494602646,,,,,,,,,,
social,social cohesion,national aggregate,Top-20,socialSupport,2004,946834725.0,45302.34282384274,,,,,,,,,,
social,social cohesion,national aggregate,Top-20,socialSupport,2005,954199353.0,46286.54165220403,5.874069145184791,,,,,,,,,
social,social cohesion,national aggregate,Top-20,socialSupport,2006,962297036.0,47297.58743699467,6.057689108028072,,,,,,,,,
social,social cohesion,national aggregate,Top-20,socialSupport,2007,971348904.0,48061.46513975733,6.251618548631882,,,,,,,,,
social,social cohesion,national aggregate,Top-20,socialSupport,2008,980633227.0,47744.81403210857,8.163134690467501,,,,,,,,,
social,social cohesion,national aggregate,Top-20,socialSupport,2009,989220035.0,45860.97800962637,8.8444627370489,,,,,,,,,
social,social cohesion,national aggregate,Top-20,socialSupport,2010,996655205.0,47064.30202196776,8.000110212809957,,,,,,,,,
social,social cohesion,national aggregate,Top-20,socialSupport,2011,1003495609.0,47882.61773243426,8.167925845930597,,,,,,,,,
social,social cohesion,national aggregate,Top-20,socialSupport,2012,1010304665.0,48202.16207730486,9.45005381292644,,,,,,,,,
social,social cohesion,national aggregate,Top-20,socialSupport,2013,1016807179.0,48625.221894702176,8.564614252407353,,,,,,,,,
social,social cohesion,national aggregate,Top-20,socialSupport,2014,1022963907.0,49323.30526103864,10.356659339794945,,,,,,,,,
social,social cohesion,national aggregate,Top-20,socialSupport,2015,1028995418.0,50127.90764687617,9.568916262101451,,,,,,,,,
social,social cohesion,national aggregate,Top-20,socialSupport,2016,1035016779.0,50746.52085196338,9.607352270217348,,,,,,,,,
social,social cohesion,national aggregate,Top-20,socialSupport,2017,1040945212.0,51718.84779246646,9.32043267398879,,,,,,,,,
social,social cohesion,national aggregate,Top-20,socialSupport,2018,1046683473.0,52587.27648257096,9.688953783318697,,,,,,,,,
social,social cohesion,national aggregate,Top-20,socialSupport,2019,1052138996.0,53215.86393796806,9.45488861157429,,,,,,,,,
social,social cohesion,national aggregate,Top-20,socialSupport,2020,1055394306.0,50519.60443928863,8.427400253409317,,,,,,,,,
social,social cohesion,national aggregate,Top-20,socialSupport,2021,1057083776.0,53256.289456014994,10.242647596129274,,,,,,,,,
social,social cohesion,national aggregate,Top-20,socialSupport,2022,1059551784.0,54497.04896139191,10.525910315897647,,,,,,,,,
social,social cohesion,national aggregate,World,palma,2000,6087113661.0,11033.593778486846,71.33337934561692,,,,,,,,,
social,social cohesion,national aggregate,World,palma,2001,6168321963.0,11157.924027657036,71.86686992979196,,,,,,,,,
social,social cohesion,national aggregate,World,palma,2002,6249366588.0,11289.939082169089,69.69780509217904,,,,,,,,,
social,social cohesion,national aggregate,World,palma,2003,6330239342.0,11559.495576669651,69.44987649726056,,,,,,,,,
social,social cohesion,national aggregate,World,palma,2004,6411455695.0,12000.204077563389,67.62562904990955,,,,,,,,,
social,social cohesion,national aggregate,World,palma,2005,6493271134.0,12388.84340932646,68.14812014902071,,,,,,,,,
social,social cohesion,national aggregate,World,palma,2006,6575894375.0,12881.718983200612,67.8362875620246,,,,,,,,,
social,social cohesion,national aggregate,World,palma,2007,6659804230.0,13384.936003439365,72.3777234514895,,,,,,,,,
social,social cohesion,national aggregate,World,palma,2008,6753659772.0,13554.87644970591,68.67555786907059,,,,,,,,,
social,social cohesion,national aggregate,World,palma,2009,6840172498.0,13303.153428987966,67.65568621775421,,,,,,,,,
social,social cohesion,national aggregate,World,palma,2010,6927291704.0,13796.6417931423,67.74812077409813,,,,,,,,,
social,social cohesion,national aggregate,World,palma,2011,7014617158.0,14181.534053313428,70.15298640194156,,,,,,,,,
social,social cohesion,national aggregate,World,palma,2012,7102957187.0,14457.278813069255,69.93719951025238,,,,,,,,,
social,social cohesion,national aggregate,World,palma,2013,7191631788.0,14719.598108524537,69.81115958101942,,,,,,,,,
social,social cohesion,national aggregate,World,palma,2014,7279857340.0,15050.324979535386,68.32719717828975,,,,,,,,,
social,social cohesion,national aggregate,World,palma,2015,7367243918.0,15354.313495222154,69.26743302922091,,,,,,,,,
social,social cohesion,national aggregate,World,palma,2016,7453927854.0,15641.917922024915,65.83370180282402,,,,,,,,,
social,social cohesion,national aggregate,World,palma,2017,7540109842.0,16060.191327793138,65.89126693255406,,,,,,,,,
social,social cohesion,national aggregate,World,palma,2018,7623892512.0,16431.285562868605,65.93252293481443,,,,,,,,,
social,social cohesion,national aggregate,World,palma,2019,7704868157.0,16713.676317093705,66.01532488753786,,,,,,,,,
social,social cohesion,national aggregate,World,palma,2020,7780698402.0,16015.845882759748,68.92366521521419,,,,,,,,,
social,social cohesion,national aggregate,World,palma,2021,7848869118.0,16837.8414884704,64.6097772909761,,,,,,,,,
social,social cohesion,national aggregate,World,palma,2022,7914502913.0,17254.434027524196,64.67316014998856,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,palma,2000,2390496925.0,2590.9974391428664,91.30067598811073,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,palma,2001,2441157194.0,2663.2031090486253,91.36012611074813,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,palma,2002,2492714585.0,2731.9750022323224,91.41991962148366,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,palma,2003,2544324485.0,2846.256099720923,91.47736433468312,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,palma,2004,2595669620.0,2992.2508778064066,86.39552925845778,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,palma,2005,2646943702.0,3139.9579892205297,86.40604204282393,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,palma,2006,2698319942.0,3312.081416215672,86.39838837169295,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,palma,2007,2749859301.0,3481.6419270781485,86.3699651519007,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,palma,2008,2810086898.0,3550.327833144699,89.44396811318822,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,palma,2009,2862628786.0,3690.6612219346794,89.41539537079188,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,palma,2010,2916557172.0,3860.087593058656,89.37842350652195,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,palma,2011,2971219398.0,4025.339575358574,86.35012448851816,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,palma,2012,3025496765.0,4118.907239318242,86.34730402694713,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,palma,2013,3078734496.0,4261.941562979554,86.36201421247856,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,palma,2014,3131533963.0,4461.00717186334,86.38907005205616,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,palma,2015,3184625696.0,4655.56473539207,85.83105108500638,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,palma,2016,3239351100.0,4835.955023097456,85.81916282554243,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,palma,2017,3295224355.0,5037.397493099811,85.6104483058787,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,palma,2018,3351275676.0,5234.702054758413,85.58503726030088,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,palma,2019,3407742141.0,5364.77105881448,85.54900354474914,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,palma,2020,3464675412.0,5076.04284296782,82.45770977867292,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,palma,2021,3519786549.0,5287.298647675415,82.24154086339172,,,,,,,,,
social,social cohesion,national aggregate,Bottom-40,palma,2022,3573523686.0,5529.041654165806,82.19508672930621,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,palma,2000,2771079507.0,7692.85018485735,77.69106417053807,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,palma,2001,2795128241.0,7902.984182376066,78.56204888167777,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,palma,2002,2817982774.0,8168.321690814426,73.4539344277766,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,palma,2003,2840378133.0,8528.850379276693,72.5912475893575,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,palma,2004,2863160639.0,9073.696198278563,72.63184536953953,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,palma,2005,2886128730.0,9583.909852877112,73.59343146831846,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,palma,2006,2908976565.0,10285.251123919892,72.71649168476543,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,palma,2007,2931945847.0,11087.96033204242,72.97049518118197,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,palma,2008,2955942444.0,11621.247297116652,71.6259879585125,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,palma,2009,2981024091.0,11630.725189742872,69.12279042698954,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,palma,2010,3006436061.0,12302.342501699068,69.13951834746835,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,palma,2011,3031818549.0,12869.064810164246,77.42792106652554,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,palma,2012,3058599742.0,13418.780155524284,76.74100830418496,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,palma,2013,3087056858.0,13858.936902267154,76.49093876844947,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,palma,2014,3115874201.0,14317.047425141602,72.80237046386456,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,palma,2015,3143671521.0,14682.35031361053,75.36761796430703,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,palma,2016,3169140069.0,15090.746063579065,67.11021345519455,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,palma,2017,3193178974.0,15681.633581815418,67.23138782636867,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,palma,2018,3214995105.0,16205.265939374283,67.12396649201119,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,palma,2019,3233967613.0,16672.718839130957,67.1218763995705,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,palma,2020,3249703015.0,16353.946617090254,66.76000969891706,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,palma,2021,3261155656.0,17377.02988724466,66.7248818374096,,,,,,,,,
social,social cohesion,national aggregate,Middle-40,palma,2022,3270491108.0,17872.515797620435,66.68381582403006,,,,,,,,,
social,social cohesion,national aggregate,Top-20,palma,2000,925537229.0,42841.57056886864,0.7263747788150832,,,,,,,,,
social,social cohesion,national aggregate,Top-20,palma,2001,932036528.0,43168.38978676752,0.7323335293142074,,,,,,,,,
social,social cohesion,national aggregate,Top-20,palma,2002,938669229.0,43387.74839026642,0.7366231667534506,,,,,,,,,
social,social cohesion,national aggregate,Top-20,palma,2003,945536724.0,44109.777454907606,0.7399504241783421,,,,,,,,,
social,social cohesion,national aggregate,Top-20,palma,2004,952625436.0,45340.414645573714,1.435856159524172,,,,,,,,,
social,social cohesion,national aggregate,Top-20,palma,2005,960198702.0,46315.86108642239,1.4498829222537315,,,,,,,,,
social,social cohesion,national aggregate,Top-20,palma,2006,968597868.0,47338.75129945506,1.4693376343463107,,,,,,,,,
social,social cohesion,national aggregate,Top-20,palma,2007,977999082.0,48116.33221024317,31.258389770145,,,,,,,,,
social,social cohesion,national aggregate,Top-20,palma,2008,987630430.0,47807.91933225158,0.7530465621639463,,,,,,,,,
social,social cohesion,national aggregate,Top-20,palma,2009,996519621.0,45919.21545509608,0.759419066170098,,,,,,,,,
social,social cohesion,national aggregate,Top-20,palma,2010,1004298471.0,47126.41840786978,0.7668753087248302,,,,,,,,,
social,social cohesion,national aggregate,Top-20,palma,2011,1011579211.0,47946.01860155472,0.774798346463844,,,,,,,,,
social,social cohesion,national aggregate,Top-20,palma,2012,1018860680.0,48274.52404996078,0.7826552890430515,,,,,,,,,
social,social cohesion,national aggregate,Top-20,palma,2013,1025840434.0,48694.91910204364,0.0375935659404901,,,,,,,,,
social,social cohesion,national aggregate,Top-20,palma,2014,1032449176.0,49381.90255022027,0.0376900877104288,,,,,,,,,
social,social cohesion,national aggregate,Top-20,palma,2015,1038946701.0,50181.83804288999,0.0377976078678553,,,,,,,,,
social,social cohesion,national aggregate,Top-20,palma,2016,1045436685.0,50795.6954314738,0.0378766122981421,,,,,,,,,
social,social cohesion,national aggregate,Top-20,palma,2017,1051706513.0,51746.36506086974,0.0379402423649343,,,,,,,,,
social,social cohesion,national aggregate,Top-20,palma,2018,1057621731.0,52596.85291749837,0.0380009211440834,,,,,,,,,
social,social cohesion,national aggregate,Top-20,palma,2019,1063158403.0,53214.91427993404,0.0380523728974373,,,,,,,,,
social,social cohesion,national aggregate,Top-20,palma,2020,1066319975.0,50530.94500051039,31.542921626315778,,,,,,,,,
social,social cohesion,national aggregate,Top-20,palma,2021,1067926913.0,53260.809722408114,0.0381960595837142,,,,,,,,,
social,social cohesion,national aggregate,Top-20,palma,2022,1070488119.0,54508.03426175838,0.038298790311002,,,,,,,,,
social,political voice,global doughnut,World,govRegimes,2000,6084948028.0,11028.4470413758,46.63682434002212,,,,,,,,,
social,political voice,global doughnut,World,govRegimes,2001,6166127352.0,11152.76028809876,46.03006467388966,,,,,,,,,
social,political voice,global doughnut,World,govRegimes,2002,6247142642.0,11284.687175014422,48.53922447061679,,,,,,,,,
social,political voice,global doughnut,World,govRegimes,2003,6327986460.0,11554.247982960023,47.84305154786946,,,,,,,,,
social,political voice,global doughnut,World,govRegimes,2004,6409174329.0,11995.078155237525,49.09820425326115,,,,,,,,,
social,political voice,global doughnut,World,govRegimes,2005,6490951589.0,12383.721716281398,49.45188273225927,,,,,,,,,
social,political voice,global doughnut,World,govRegimes,2006,6573549605.0,12876.458765211017,49.585767277403846,,,,,,,,,
social,political voice,global doughnut,World,govRegimes,2007,6657436614.0,13379.739886767127,50.45851470723444,,,,,,,,,
social,political voice,global doughnut,World,govRegimes,2008,6751269201.0,13549.975093848105,50.34204247842139,,,,,,,,,
social,political voice,global doughnut,World,govRegimes,2009,6837758745.0,13298.668586066797,50.69099407074796,,,,,,,,,
social,political voice,global doughnut,World,govRegimes,2010,6924854700.0,13792.366213313791,49.76636637588945,,,,,,,,,
social,political voice,global doughnut,World,govRegimes,2011,7012156181.0,14177.490209214177,49.629011992481175,,,,,,,,,
social,political voice,global doughnut,World,govRegimes,2012,7100472452.0,14453.442156074118,47.86732650505043,,,,,,,,,
social,political voice,global doughnut,World,govRegimes,2013,7189125117.0,14715.931389947464,48.388476614128734,,,,,,,,,
social,political voice,global doughnut,World,govRegimes,2014,7277328582.0,15046.81655742922,48.01433125670015,,,,,,,,,
social,political voice,global doughnut,World,govRegimes,2015,7364693291.0,15350.737308665568,48.03791642380291,,,,,,,,,
social,political voice,global doughnut,World,govRegimes,2016,7451355696.0,15638.382530885674,47.5063856755658,,,,,,,,,
social,political voice,global doughnut,World,govRegimes,2017,7537515760.0,16056.690045694071,66.10254127017573,,,,,,,,,
social,political voice,global doughnut,World,govRegimes,2018,7621277016.0,16428.10187876494,67.88491449842873,,,,,,,,,
social,political voice,global doughnut,World,govRegimes,2019,7702231758.0,16710.3743932465,67.89607363564872,,,,,,,,,
social,political voice,global doughnut,World,govRegimes,2020,7778041468.0,16013.049532167362,67.71991885965605,,,,,,,,,
social,political voice,global doughnut,World,govRegimes,2021,7846191585.0,16835.161374113653,70.7494789907045,,,,,,,,,
social,political voice,global doughnut,World,govRegimes,2022,7911804204.0,17251.584578168557,70.76488174681326,,,,,,,,,
social,political voice,national aggregate,World,govRegimes,2000,6084948028.0,11028.4470413758,46.63682434002212,,,,,,,,,
social,political voice,national aggregate,World,govRegimes,2001,6166127352.0,11152.76028809876,46.03006467388966,,,,,,,,,
social,political voice,national aggregate,World,govRegimes,2002,6247142642.0,11284.687175014422,48.53922447061679,,,,,,,,,
social,political voice,national aggregate,World,govRegimes,2003,6327986460.0,11554.247982960023,47.84305154786946,,,,,,,,,
social,political voice,national aggregate,World,govRegimes,2004,6409174329.0,11995.078155237525,49.09820425326115,,,,,,,,,
social,political voice,national aggregate,World,govRegimes,2005,6490951589.0,12383.721716281398,49.45188273225927,,,,,,,,,
social,political voice,national aggregate,World,govRegimes,2006,6573549605.0,12876.458765211017,49.585767277403846,,,,,,,,,
social,political voice,national aggregate,World,govRegimes,2007,6657436614.0,13379.739886767127,50.45851470723444,,,,,,,,,
social,political voice,national aggregate,World,govRegimes,2008,6751269201.0,13549.975093848105,50.34204247842139,,,,,,,,,
social,political voice,national aggregate,World,govRegimes,2009,6837758745.0,13298.668586066797,50.69099407074796,,,,,,,,,
social,political voice,national aggregate,World,govRegimes,2010,6924854700.0,13792.366213313791,49.76636637588945,,,,,,,,,
social,political voice,national aggregate,World,govRegimes,2011,7012156181.0,14177.490209214177,49.629011992481175,,,,,,,,,
social,political voice,national aggregate,World,govRegimes,2012,7100472452.0,14453.442156074118,47.86732650505043,,,,,,,,,
social,political voice,national aggregate,World,govRegimes,2013,7189125117.0,14715.931389947464,48.388476614128734,,,,,,,,,
social,political voice,national aggregate,World,govRegimes,2014,7277328582.0,15046.81655742922,48.01433125670015,,,,,,,,,
social,political voice,national aggregate,World,govRegimes,2015,7364693291.0,15350.737308665568,48.03791642380291,,,,,,,,,
social,political voice,national aggregate,World,govRegimes,2016,7451355696.0,15638.382530885674,47.5063856755658,,,,,,,,,
social,political voice,national aggregate,World,govRegimes,2017,7537515760.0,16056.690045694071,66.10254127017573,,,,,,,,,
social,political voice,national aggregate,World,govRegimes,2018,7621277016.0,16428.10187876494,67.88491449842873,,,,,,,,,
social,political voice,national aggregate,World,govRegimes,2019,7702231758.0,16710.3743932465,67.89607363564872,,,,,,,,,
social,political voice,national aggregate,World,govRegimes,2020,7778041468.0,16013.049532167362,67.71991885965605,,,,,,,,,
social,political voice,national aggregate,World,govRegimes,2021,7846191585.0,16835.161374113653,70.7494789907045,,,,,,,,,
social,political voice,national aggregate,World,govRegimes,2022,7911804204.0,17251.584578168557,70.76488174681326,,,,,,,,,
social,political voice,national aggregate,Bottom-40,govRegimes,2000,2389945917.0,2590.671949861747,41.38217078323952,,,,,,,,,
social,political voice,national aggregate,Bottom-40,govRegimes,2001,2440601941.0,2662.819506213497,42.17686816139429,,,,,,,,,
social,political voice,national aggregate,Bottom-40,govRegimes,2002,2492155654.0,2731.6211374082936,47.65119141310264,,,,,,,,,
social,political voice,national aggregate,Bottom-40,govRegimes,2003,2543762367.0,2845.932953731204,46.02070787691624,,,,,,,,,
social,political voice,national aggregate,Bottom-40,govRegimes,2004,2595104623.0,2991.96101550394,49.36314388431499,,,,,,,,,
social,political voice,national aggregate,Bottom-40,govRegimes,2005,2646376090.0,3139.6893409668046,49.47183334776879,,,,,,,,,
social,political voice,national aggregate,Bottom-40,govRegimes,2006,2697749751.0,3311.857003805604,49.044723199753896,,,,,,,,,
social,political voice,national aggregate,Bottom-40,govRegimes,2007,2749286468.0,3481.4351455806286,51.12499287942518,,,,,,,,,
social,political voice,national aggregate,Bottom-40,govRegimes,2008,2809511421.0,3550.140231906892,50.66360198291573,,,,,,,,,
social,political voice,national aggregate,Bottom-40,govRegimes,2009,2862050601.0,3690.517411573784,51.45252283399444,,,,,,,,,
social,political voice,national aggregate,Bottom-40,govRegimes,2010,2915975568.0,3859.969421833083,47.89172678006471,,,,,,,,,
social,political voice,national aggregate,Bottom-40,govRegimes,2011,2970634007.0,4025.244327501248,47.49746383011767,,,,,,,,,
social,political voice,national aggregate,Bottom-40,govRegimes,2012,3024908232.0,4118.834478145015,43.71597951339107,,,,,,,,,
social,political voice,national aggregate,Bottom-40,govRegimes,2013,3078143278.0,4261.887246708674,42.59762699714071,,,,,,,,,
